positive_images/image_0001.jpg 1 35 2 213 197
positive_images/image_0002.jpg 1 38 5 198 189
positive_images/image_0003.jpg 1 4 34 189 194
positive_images/image_0004.jpg 1 12 2 145 152
positive_images/image_0005.jpg 1 14 7 205 214
positive_images/image_0006.jpg 1 40 24 156 167
positive_images/image_0007.jpg 1 35 2 217 191
positive_images/image_0008.jpg 1 2 3 226 188
positive_images/image_0009.jpg 1 73 58 157 155
positive_images/image_0010.jpg 1 75 34 164 166
positive_images/image_0011.jpg 1 43 4 229 220
positive_images/image_0012.jpg 1 2 3 296 189
positive_images/image_0013.jpg 1 5 6 220 243
positive_images/image_0014.jpg 1 9 7 276 279
positive_images/image_0015.jpg 1 2 3 247 228
positive_images/image_0016.jpg 1 3 3 295 289
positive_images/image_0017.jpg 1 165 42 114 119
positive_images/image_0018.jpg 1 23 7 237 243
positive_images/image_0019.jpg 1 97 12 98 95
positive_images/image_0020.jpg 1 25 3 167 168
positive_images/image_0021.jpg 1 69 12 155 198
positive_images/image_0022.jpg 1 5 31 217 217
positive_images/image_0023.jpg 1 33 3 205 187
positive_images/image_0024.jpg 1 3 2 295 221
positive_images/image_0025.jpg 1 10 41 136 145
positive_images/image_0026.jpg 1 39 1 220 201
positive_images/image_0027.jpg 1 49 8 156 158
positive_images/image_0028.jpg 1 4 13 181 231
positive_images/image_0029.jpg 1 63 16 144 147
positive_images/image_0030.jpg 1 18 12 253 216
positive_images/image_0031.jpg 1 3 2 288 297
positive_images/image_0032.jpg 1 18 4 270 257
positive_images/image_0033.jpg 1 7 3 282 276
positive_images/image_0034.jpg 1 29 4 203 190
positive_images/image_0035.jpg 1 82 66 98 79
positive_images/image_0036.jpg 1 47 24 208 193
positive_images/image_0037.jpg 1 27 65 174 176
positive_images/image_0038.jpg 1 4 9 209 240
positive_images/image_0039.jpg 1 17 12 150 172
positive_images/image_0040.jpg 1 17 28 131 132
positive_images/image_0041.jpg 1 88 3 208 214
positive_images/image_0042.jpg 1 3 70 190 186
positive_images/image_0043.jpg 1 2 2 271 297
positive_images/image_0044.jpg 1 26 1 213 168
positive_images/image_0045.jpg 1 8 53 197 206
positive_images/image_0046.jpg 1 9 23 183 172
positive_images/image_0047.jpg 1 36 12 229 247
positive_images/image_0048.jpg 1 16 4 222 210
positive_images/image_0049.jpg 1 12 32 249 264
positive_images/image_0050.jpg 1 7 3 172 165
positive_images/image_0051.jpg 1 4 2 263 292
positive_images/image_0052.jpg 1 22 11 214 227
positive_images/image_0053.jpg 1 92 4 138 139
positive_images/image_0054.jpg 1 5 2 289 223
positive_images/image_0055.jpg 1 4 54 175 168
positive_images/image_0056.jpg 1 10 10 161 171
positive_images/image_0057.jpg 1 5 4 292 286
positive_images/image_0058.jpg 1 20 24 260 242
positive_images/image_0059.jpg 1 12 25 284 266
positive_images/image_0060.jpg 1 4 2 294 291
positive_images/image_0061.jpg 1 35 9 207 206
positive_images/image_0062.jpg 1 6 27 256 235
positive_images/image_0063.jpg 1 82 30 167 152
positive_images/image_0064.jpg 1 1 2 288 197
positive_images/image_0065.jpg 1 15 21 262 257
positive_images/image_0066.jpg 1 65 2 165 159
positive_images/image_0067.jpg 1 21 7 213 205
positive_images/image_0068.jpg 1 21 19 145 152
positive_images/image_0069.jpg 1 59 2 224 220
positive_images/image_0070.jpg 1 2 3 296 291
positive_images/image_0071.jpg 1 4 2 261 295
positive_images/image_0072.jpg 1 17 5 273 274
positive_images/image_0073.jpg 1 45 4 182 186
positive_images/image_0074.jpg 1 36 2 192 196
positive_images/image_0075.jpg 1 72 62 131 118
positive_images/image_0076.jpg 1 42 2 221 222
positive_images/image_0077.jpg 1 4 3 293 274
positive_images/image_0078.jpg 1 4 38 183 179
positive_images/image_0079.jpg 1 4 3 264 222
positive_images/image_0080.jpg 1 28 22 154 170
positive_images/image_0081.jpg 1 49 37 176 131
positive_images/image_0082.jpg 1 3 2 219 274
positive_images/image_0083.jpg 1 3 2 295 237
positive_images/image_0084.jpg 1 7 8 286 291
positive_images/image_0085.jpg 1 25 3 236 206
